code,description,discount_percentage,start_date,end_date
Descuento 50%,Aenean fermentum.,19.98,2023-08-22,2023-09-20
Descuento 30%,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",43.28,2023-11-01,2023-12-21
Descuento 10%,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",20.13,2024-04-23,2024-03-07
Descuento 30%,Integer tincidunt ante vel ipsum.,83.77,2024-02-14,2023-12-12
Descuento 50%,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,42.12,2024-06-08,2024-07-26
Descuento 50%,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,23.18,2024-03-06,2024-04-28
Descuento 10%,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,30.4,2023-10-31,2024-07-19
Descuento 30%,Aenean lectus. Pellentesque eget nunc.,73.4,2024-07-22,2024-07-28
Descuento 30%,Cras non velit nec nisi vulputate nonummy.,50.02,2024-07-15,2023-11-07
Descuento 10%,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",79.43,2024-01-08,2023-11-06
Descuento 50%,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,5.34,2023-07-30,2024-04-24
Descuento 30%,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,59.65,2023-10-03,2024-02-17
Descuento 30%,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",19.75,2023-09-20,2024-04-25
Descuento 50%,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",80.35,2024-01-17,2023-09-01
Descuento 30%,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",27.97,2024-06-03,2024-06-27
Descuento 50%,Vestibulum sed magna at nunc commodo placerat.,44.25,2023-12-09,2024-06-25
Descuento 50%,Etiam faucibus cursus urna. Ut tellus.,33.58,2024-02-29,2024-06-30
Descuento 50%,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",70.37,2024-05-18,2024-03-07
Descuento 50%,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,91.15,2024-04-13,2023-10-01
Descuento 10%,Cras non velit nec nisi vulputate nonummy.,62.29,2023-08-16,2023-12-22
Descuento 10%,In hac habitasse platea dictumst.,23.74,2024-03-04,2024-01-13
Descuento 50%,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,55.62,2024-02-29,2023-09-30
Descuento 10%,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",12.82,2024-07-24,2023-11-11
Descuento 10%,Morbi non lectus.,39.23,2024-01-14,2023-08-21
Descuento 30%,Fusce consequat.,83.19,2024-04-17,2023-11-07
Descuento 10%,Nunc purus. Phasellus in felis.,87.97,2023-12-31,2024-07-18
Descuento 10%,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,85.67,2024-05-12,2024-06-09
Descuento 30%,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",15.95,2023-12-29,2024-05-28
Descuento 30%,Integer tincidunt ante vel ipsum.,99.77,2024-02-15,2024-03-01
Descuento 10%,Suspendisse potenti.,80.25,2024-07-23,2023-08-13
Descuento 30%,Pellentesque ultrices mattis odio.,20.3,2024-02-15,2023-08-07
Descuento 30%,In hac habitasse platea dictumst.,5.85,2024-02-24,2024-04-11
Descuento 30%,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",1.45,2024-02-26,2023-11-06
Descuento 50%,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,70.68,2023-09-17,2024-03-23
Descuento 50%,Morbi ut odio.,24.22,2023-09-16,2023-11-22
Descuento 10%,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,36.29,2023-12-14,2023-10-29
Descuento 10%,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,62.85,2024-02-29,2023-08-30
Descuento 30%,Donec ut dolor.,44.78,2024-05-16,2024-04-09
Descuento 50%,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,56.22,2023-10-01,2024-06-24
Descuento 50%,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,10.97,2024-02-12,2024-03-20
Descuento 10%,Nulla tempus.,31.14,2023-08-04,2024-05-07
Descuento 30%,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",39.08,2024-02-01,2023-11-16
Descuento 30%,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,12.27,2023-11-28,2023-10-01
Descuento 50%,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",21.42,2024-07-15,2023-11-09
Descuento 10%,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,55.58,2024-06-15,2023-09-18
Descuento 10%,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",55.09,2023-08-20,2024-01-13
Descuento 30%,Aliquam non mauris. Morbi non lectus.,23.4,2023-12-14,2023-12-21
Descuento 50%,Aliquam erat volutpat.,18.18,2023-10-05,2024-02-25
Descuento 30%,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,2.85,2023-12-28,2024-05-28
Descuento 10%,Proin at turpis a pede posuere nonummy.,11.28,2024-04-07,2024-05-23
Descuento 30%,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,65.32,2024-03-31,2024-03-31
Descuento 10%,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",68.91,2024-04-16,2023-09-18
Descuento 10%,Nullam molestie nibh in lectus. Pellentesque at nulla.,6.07,2024-07-29,2024-05-09
Descuento 30%,Nunc purus.,65.63,2024-07-20,2024-03-29
Descuento 10%,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",92.87,2024-07-08,2024-02-23
Descuento 50%,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",84.93,2023-10-25,2023-08-04
Descuento 50%,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",51.36,2023-11-27,2023-10-02
Descuento 50%,Praesent id massa id nisl venenatis lacinia.,34.77,2024-04-29,2023-11-25
Descuento 10%,Nunc rhoncus dui vel sem. Sed sagittis.,80.33,2023-10-15,2024-05-20
Descuento 10%,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",50.19,2024-05-22,2024-02-10
Descuento 50%,Duis at velit eu est congue elementum.,85.04,2023-12-24,2024-04-04
Descuento 30%,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",25.7,2024-05-31,2023-12-13
Descuento 50%,Phasellus sit amet erat.,44.87,2023-08-29,2023-11-08
Descuento 50%,Aliquam non mauris.,57.21,2023-08-08,2024-02-02
Descuento 30%,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,31.83,2024-05-26,2023-11-05
Descuento 30%,Nulla ut erat id mauris vulputate elementum.,60.63,2024-07-18,2023-09-21
Descuento 30%,Integer a nibh.,18.41,2024-01-10,2024-05-22
Descuento 50%,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,24.82,2024-06-10,2024-01-06
Descuento 50%,Pellentesque ultrices mattis odio. Donec vitae nisi.,42.14,2024-01-12,2024-04-23
Descuento 50%,Morbi non quam nec dui luctus rutrum. Nulla tellus.,30.86,2024-05-30,2023-09-23
Descuento 50%,Praesent blandit. Nam nulla.,7.29,2023-07-31,2024-01-18
Descuento 30%,Morbi non lectus.,38.95,2023-10-27,2023-10-11
Descuento 30%,Morbi quis tortor id nulla ultrices aliquet.,21.18,2024-04-28,2024-01-12
Descuento 30%,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",20.89,2024-06-29,2023-11-22
Descuento 30%,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,41.87,2024-06-13,2023-12-24
Descuento 50%,Mauris lacinia sapien quis libero.,86.62,2024-06-20,2024-05-18
Descuento 30%,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,8.71,2023-10-03,2024-04-18
Descuento 10%,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",93.03,2023-10-30,2023-12-21
Descuento 10%,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",84.19,2024-04-24,2024-06-02
Descuento 10%,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",45.67,2023-08-14,2024-04-24
Descuento 10%,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,69.68,2023-08-14,2024-02-29
Descuento 50%,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",64.82,2023-09-03,2024-06-15
Descuento 50%,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",39.94,2023-11-01,2023-12-13
Descuento 30%,In hac habitasse platea dictumst.,35.04,2024-04-30,2024-07-28
Descuento 50%,Aenean sit amet justo.,94.84,2023-08-27,2023-09-03
Descuento 10%,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",89.46,2023-08-12,2023-09-17
Descuento 50%,Integer tincidunt ante vel ipsum.,31.22,2024-07-11,2024-06-24
Descuento 30%,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",80.67,2024-07-05,2024-01-01
Descuento 50%,Etiam justo.,80.16,2023-08-01,2023-08-21
Descuento 10%,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",20.04,2023-09-21,2024-07-22
Descuento 10%,Nunc purus. Phasellus in felis.,40.99,2024-04-11,2023-09-30
Descuento 10%,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",55.79,2024-07-11,2023-10-28
Descuento 50%,Vestibulum rutrum rutrum neque.,92.29,2024-07-29,2023-09-25
Descuento 50%,Proin at turpis a pede posuere nonummy. Integer non velit.,89.85,2023-11-24,2024-07-28
Descuento 30%,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",37.43,2023-11-02,2024-02-14
Descuento 10%,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",24.77,2023-08-04,2023-08-19
Descuento 10%,Phasellus in felis. Donec semper sapien a libero.,1.12,2024-03-31,2024-04-02
Descuento 50%,Mauris sit amet eros.,13.71,2024-01-05,2024-01-26
Descuento 30%,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",92.71,2024-04-06,2023-08-13
Descuento 50%,Nulla ut erat id mauris vulputate elementum. Nullam varius.,29.7,2023-11-01,2024-06-23
Descuento 30%,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,90.98,2023-09-14,2023-09-11
Descuento 50%,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",83.39,2024-05-23,2023-11-30
Descuento 10%,Nulla nisl. Nunc nisl.,60.64,2024-06-20,2024-03-18
Descuento 30%,Nunc nisl.,78.35,2024-05-04,2023-09-18
Descuento 10%,In eleifend quam a odio. In hac habitasse platea dictumst.,70.47,2023-10-27,2024-03-20
Descuento 30%,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",37.35,2024-07-25,2023-08-12
Descuento 30%,Mauris ullamcorper purus sit amet nulla.,94.1,2024-03-25,2023-08-08
Descuento 30%,Nulla tellus. In sagittis dui vel nisl.,22.08,2024-03-16,2023-12-21
Descuento 10%,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",38.57,2024-01-28,2024-01-09
Descuento 30%,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,69.5,2024-03-28,2023-10-19
Descuento 10%,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",3.5,2023-10-17,2023-10-22
Descuento 30%,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",81.98,2024-02-10,2024-01-05
Descuento 30%,Etiam faucibus cursus urna. Ut tellus.,56.4,2023-11-03,2023-09-10
Descuento 10%,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,93.98,2023-08-25,2024-07-13
Descuento 50%,Nam dui.,54.36,2023-10-07,2024-05-28
Descuento 30%,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,90.08,2024-03-04,2023-12-30
Descuento 30%,Suspendisse ornare consequat lectus.,29.16,2024-04-09,2024-03-01
Descuento 30%,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",41.77,2024-06-06,2024-07-25
Descuento 50%,Duis aliquam convallis nunc.,29.97,2024-02-10,2024-07-07
Descuento 10%,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",24.72,2024-03-26,2024-02-19
Descuento 30%,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,5.76,2023-10-01,2024-02-15
Descuento 50%,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",64.2,2023-08-01,2023-12-20
Descuento 10%,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",62.74,2024-04-28,2023-11-15
Descuento 50%,Aenean fermentum.,78.71,2023-10-27,2024-01-30
Descuento 50%,In congue.,91.29,2024-05-19,2023-11-15
Descuento 50%,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,89.55,2024-05-06,2024-07-28
Descuento 10%,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,50.95,2024-07-04,2024-05-10
Descuento 30%,Vivamus vel nulla eget eros elementum pellentesque.,66.64,2024-05-15,2024-06-07
Descuento 50%,Mauris lacinia sapien quis libero.,77.52,2024-02-19,2024-07-16
Descuento 30%,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,5.33,2024-01-18,2023-08-18
Descuento 30%,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,80.77,2023-11-25,2024-07-13
Descuento 30%,Nunc rhoncus dui vel sem. Sed sagittis.,64.34,2024-05-11,2024-01-29
Descuento 50%,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",9.67,2023-11-02,2024-05-31
Descuento 30%,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",53.63,2024-03-31,2024-02-10
Descuento 30%,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",20.24,2024-07-28,2024-07-04
Descuento 30%,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",25.42,2024-04-28,2024-05-29
Descuento 30%,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",36.4,2023-11-21,2023-12-29
Descuento 50%,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,84.54,2023-08-06,2023-09-27
Descuento 10%,Morbi a ipsum. Integer a nibh.,62.69,2023-12-24,2023-11-13
